order_id,customer_id,store_id,rider_id,product_id,order_date,order_time,quantity,unit_price,total_amount,promised_delivery_mins,actual_delivery_mins,order_status,is_stockout,payment_method,is_late_delivery
ORD000076,CUST0515,STR016,RDR406,PRD030,2025-09-27,12:27:49,1,34.77,34.77,10,35,Delivered,0,COD,1
ORD000117,CUST4748,STR009,RDR343,PRD017,2026-03-13,21:58:56,3,237.61,712.83,10,28,Cancelled,1,UPI,1
ORD000118,CUST2509,STR025,RDR257,PRD018,2025-12-06,10:02:14,5,152.02,760.1,10,9,Delivered,0,Card,0
ORD000119,CUST3519,STR003,,PRD036,2025-07-09,10:34:42,3,638.68,1916.04,10,10,Delivered,0,UPI,0
ORD000120,CUST2536,STR018,RDR148,PRD028,2026-04-20,21:01:06,2,90.33,180.66,10,15,Delivered,0,Card,1
ORD000121,CUST4380,STR015,RDR393,PRD018,2026-02-03,08:09:55,2,152.02,304.04,10,8,Delivered,1,Card,0
ORD000122,CUST0708,STR003,RDR393,PRD017,2026-04-16,14:50:05,1,237.61,237.61,10,9,Cancelled,0,UPI,0
ORD000123,CUST3961,STR025,RDR318,PRD007,2025-06-28,10:30:59,5,267.09,1335.45,10,16,Delivered,0,Card,1
ORD000046,CUST3052,STR021,,PRD003,2025-08-16,13:53:42,1,147.17,147.17,10,9,Delivered,0,UPI,0
ORD000125,CUST2792,STR004,RDR372,PRD008,2026-03-07,06:20:55,5,117.13,585.65,10,12,Delivered,0,Card,1
ORD000126,CUST3376,STR003,RDR436,PRD009,2025-10-20,19:15:19,3,226.47,679.41,10,10,Delivered,0,Wallet,0
ORD000127,CUST0929,STR004,RDR186,PRD006,2025-09-01,21:19:47,2,266.42,532.84,10,9,Cancelled,0,Wallet,0
ORD000128,CUST4497,STR030,RDR365,PRD020,2025-08-25,16:56:07,5,109.11,545.55,10,8,Delivered,0,Card,0
ORD000129,CUST0773,STR019,RDR036,PRD027,2025-12-14,15:58:35,1,76.58,76.58,10,15,Delivered,0,UPI,1
ORD000130,CUST0851,STR021,RDR359,PRD016,2026-03-07,07:30:51,1,40.49,40.49,10,9,Delivered,0,COD,0
ORD000131,CUST1949,STR002,RDR281,PRD018,2025-11-12,10:10:47,5,152.02,760.1,10,28,Delivered,0,UPI,1
ORD000132,CUST3443,STR009,RDR362,PRD038,2026-05-16,18:12:52,3,163.26,489.78,10,10,Delivered,1,Card,0
ORD000133,CUST0382,STR024,RDR382,PRD008,2026-03-06,09:25:37,2,117.13,234.26,10,8,Delivered,0,UPI,0
ORD000134,CUST1010,STR028,RDR332,PRD027,2025-10-18,10:17:07,1,76.58,76.58,10,10,Delivered,0,UPI,0
ORD000135,CUST4014,STR016,RDR125,PRD025,2026-04-29,18:42:33,3,83.55,250.65,10,15,Delivered,1,Wallet,1
ORD000136,CUST2289,STR006,RDR146,PRD034,2025-10-14,18:00:27,3,250.91,752.73,10,22,Delivered,1,UPI,1
ORD000137,CUST0141,STR025,RDR069,PRD031,2025-11-28,08:37:29,4,188.39,753.56,10,9,Delivered,0,UPI,0
ORD000138,CUST0167,STR003,RDR207,PRD007,2025-10-14,13:35:32,3,267.09,801.27,10,10,Cancelled,0,Card,0
ORD000139,CUST1222,STR001,RDR002,PRD037,2025-07-22,13:57:18,5,490.51,2452.55,10,45,Cancelled,1,UPI,1
ORD000140,CUST4929,STR019,RDR206,PRD028,2025-06-14,19:36:21,3,90.33,270.99,10,8,Delivered,0,Card,0
ORD000141,CUST0625,STR004,RDR354,PRD035,2025-09-22,21:39:12,3,171.72,515.16,10,22,Delivered,0,Card,1
ORD000142,CUST0794,STR002,RDR190,PRD036,2026-04-08,20:55:02,4,638.68,2554.72,10,18,Delivered,0,UPI,1
ORD000143,CUST1976,STR002,RDR323,PRD008,2025-11-13,19:07:17,1,117.13,117.13,10,35,Delivered,0,UPI,1
ORD000144,CUST0001,STR014,RDR143,PRD022,2025-10-19,09:42:48,1,293.75,293.75,10,36,Delivered,0,Card,1
ORD000145,CUST1470,STR007,RDR376,PRD018,2025-12-21,20:35:44,2,152.02,304.04,10,8,Delivered,0,COD,0
ORD000146,CUST3538,STR005,RDR352,PRD014,2026-05-09,18:29:03,3,69.5,208.5,10,18,Delivered,0,Card,1
ORD000147,CUST0889,STR014,RDR213,PRD027,2025-09-22,11:30:24,1,76.58,76.58,10,8,Delivered,0,UPI,0
ORD000148,CUST4648,STR007,RDR273,PRD038,2025-11-25,14:45:33,3,163.26,489.78,10,10,Cancelled,1,Wallet,0
ORD000149,CUST4763,STR004,RDR047,PRD013,2026-02-23,21:17:20,4,84.94,339.76,10,27,Delivered,1,COD,1
ORD000150,CUST1971,STR030,RDR065,PRD009,2025-11-16,07:14:47,1,226.47,226.47,10,19,Delivered,0,UPI,1
ORD000151,CUST1682,STR005,RDR430,PRD036,2026-04-10,08:15:34,2,638.68,1277.36,10,12,Delivered,0,COD,1
ORD000152,CUST0272,STR025,RDR016,PRD021,2025-06-15,08:33:09,4,192.65,770.6,10,18,Delivered,0,UPI,1
ORD000153,CUST3597,STR026,RDR051,PRD038,2025-06-05,07:55:51,1,163.26,163.26,10,11,Delivered,1,COD,1
ORD000154,CUST4471,STR027,RDR044,PRD008,2025-08-06,07:50:40,5,117.13,585.65,10,20,Delivered,1,UPI,1
ORD000155,CUST0362,STR020,RDR014,PRD003,2026-05-09,21:18:31,3,147.17,441.51,10,10,Delivered,1,UPI,0
ORD000156,CUST4192,STR008,RDR138,PRD026,2026-03-07,13:24:22,4,48.41,193.64,10,10,Delivered,0,Wallet,0
ORD000157,CUST4574,STR015,RDR315,PRD031,2025-12-22,07:23:19,1,188.39,188.39,10,20,Delivered,0,Card,1
ORD000158,CUST4336,STR024,RDR469,PRD008,2026-04-11,06:49:39,4,117.13,468.52,10,10,Delivered,0,UPI,0
ORD000159,CUST0537,STR005,RDR080,PRD025,2026-01-19,14:54:41,2,83.55,167.1,10,8,Delivered,1,Card,0
ORD000160,CUST4329,STR014,RDR189,PRD011,2025-12-04,15:46:10,1,37.93,37.93,10,20,Delivered,0,UPI,1
ORD000161,CUST3024,STR011,RDR118,PRD024,2025-07-04,18:05:29,3,170.15,510.45,10,30,Cancelled,0,Card,1
ORD000162,CUST0185,STR025,RDR470,PRD018,2026-03-25,10:55:58,3,152.02,456.06,10,10,Delivered,0,UPI,0
ORD000163,CUST0308,STR010,RDR175,PRD009,2025-09-18,10:35:44,4,226.47,905.88,10,26,Delivered,0,Card,1
ORD000164,CUST1159,STR026,RDR414,PRD038,2026-04-04,18:15:13,3,163.26,489.78,10,45,Cancelled,0,UPI,1
ORD000165,CUST0322,STR029,RDR116,PRD006,2026-02-13,21:33:29,2,266.42,532.84,10,10,Delivered,1,UPI,0
ORD000166,CUST0069,STR001,RDR269,PRD030,2025-08-24,08:05:58,5,34.77,173.85,10,36,Cancelled,0,Wallet,1
ORD000167,CUST4075,STR009,RDR242,PRD039,2025-10-10,07:51:01,5,544.0,2720.0,10,31,Cancelled,0,Card,1
ORD000168,CUST1010,STR028,RDR414,PRD023,2025-10-04,09:46:58,2,98.48,196.96,10,11,Cancelled,0,Card,1
ORD000169,CUST1292,STR007,RDR371,PRD038,2026-02-07,15:06:34,2,163.26,326.52,10,9,Delivered,0,Card,0
ORD000170,CUST3006,STR021,RDR425,PRD019,2026-04-10,08:15:28,2,238.28,476.56,10,16,Delivered,0,UPI,1
ORD000171,CUST0346,STR007,RDR481,PRD007,2025-07-20,13:31:59,1,267.09,267.09,10,34,Delivered,0,COD,1
ORD000172,CUST1791,STR009,RDR090,PRD030,2025-08-03,10:23:24,1,34.77,34.77,10,23,Delivered,1,COD,1
ORD000173,CUST0331,STR004,RDR149,PRD036,2026-04-03,20:32:35,2,638.68,1277.36,10,8,Delivered,0,UPI,0
ORD000174,CUST1017,STR002,RDR192,PRD036,2025-10-22,06:50:33,5,638.68,3193.4,10,9,Delivered,0,UPI,0
ORD000175,CUST2091,STR019,RDR232,PRD019,2025-07-21,07:38:52,3,238.28,714.84,10,32,Delivered,0,COD,1
ORD000176,CUST3000,STR019,RDR402,PRD039,2025-09-10,20:49:39,4,544.0,2176.0,10,17,Delivered,1,UPI,1
ORD000177,CUST1828,STR010,RDR414,PRD013,2026-04-21,13:09:21,2,84.94,169.88,10,10,Cancelled,0,COD,0
ORD000178,CUST0251,STR021,RDR457,PRD010,2025-11-23,19:25:36,4,275.23,1100.92,10,11,Delivered,0,UPI,1
ORD000179,CUST0144,STR027,RDR288,PRD024,2025-11-24,15:35:46,2,170.15,340.3,10,8,Cancelled,0,COD,0
ORD000180,CUST2939,STR018,RDR391,PRD002,2025-06-14,07:57:22,5,39.96,199.8,10,25,Delivered,0,Card,1
ORD000181,CUST1194,STR025,RDR426,PRD014,2026-05-24,18:05:50,1,69.5,69.5,10,17,Delivered,0,UPI,1
ORD000182,CUST0242,STR027,RDR438,PRD038,2025-08-13,16:59:48,3,163.26,489.78,10,15,Delivered,0,Wallet,1
ORD000183,CUST0666,STR022,RDR039,PRD004,2026-03-27,13:00:00,1,101.73,101.73,10,19,Delivered,1,UPI,1
ORD000184,CUST1452,STR028,RDR397,PRD039,2025-11-16,06:03:04,1,544.0,544.0,10,19,Cancelled,0,Card,1
ORD000185,CUST3679,STR029,RDR030,PRD002,2026-02-05,21:41:26,4,39.96,159.84,10,13,Delivered,0,UPI,1
ORD000186,CUST4930,STR003,RDR290,PRD032,2025-08-02,20:42:08,4,141.19,564.76,10,10,Cancelled,1,COD,0
ORD000187,CUST1403,STR007,RDR367,PRD015,2026-04-05,20:59:33,1,31.95,31.95,10,10,Cancelled,0,UPI,0
ORD000029,CUST1950,STR027,RDR217,PRD007,2026-05-14,09:29:34,1,267.09,267.09,10,8,Delivered,1,Card,0
ORD000189,CUST4742,STR011,RDR087,PRD035,2026-05-14,10:29:31,3,171.72,515.16,10,20,Delivered,0,UPI,1
ORD000190,CUST3795,STR024,RDR464,PRD017,2026-03-12,15:32:02,1,237.61,237.61,10,8,Delivered,0,COD,0
ORD000191,CUST3440,STR006,RDR266,PRD038,2026-04-27,11:58:11,5,163.26,816.3,10,11,Delivered,0,Card,1
ORD000192,CUST2609,STR014,RDR349,PRD035,2025-08-16,21:50:46,2,171.72,343.44,10,10,Cancelled,0,UPI,0
ORD000193,CUST1933,STR029,RDR255,PRD008,2025-10-14,21:47:01,4,117.13,468.52,10,20,Delivered,0,UPI,1
ORD000194,CUST3223,STR022,RDR045,PRD011,2025-07-01,10:55:50,2,37.93,75.86,10,8,Delivered,0,COD,0
ORD000195,CUST3742,STR025,RDR497,PRD012,2025-12-23,19:34:28,1,38.12,38.12,10,15,Returned,0,Card,1
ORD000196,CUST1883,STR022,RDR355,PRD009,2025-11-22,18:15:27,1,226.47,226.47,10,-1,Cancelled,0,COD,0
ORD000197,CUST4471,STR017,RDR232,PRD033,2025-09-17,18:32:18,5,346.12,1730.6,10,30,Delivered,0,UPI,1
ORD000198,CUST0215,STR030,RDR096,PRD029,2025-06-09,07:44:41,4,59.97,239.88,10,32,Delivered,0,Card,1
ORD000199,CUST1061,STR011,RDR428,PRD037,2025-11-17,08:39:04,4,490.51,1962.04,10,18,Delivered,0,Card,1
ORD000200,CUST2953,STR025,,PRD016,2025-08-28,07:50:41,3,40.49,121.47,10,16,Delivered,0,Wallet,1
ORD000201,CUST3221,STR015,RDR269,PRD012,2026-01-22,19:43:29,3,38.12,114.36,10,11,Cancelled,0,Card,1
ORD000202,CUST1594,STR018,RDR114,PRD035,2025-08-01,19:52:52,5,171.72,858.6,10,15,Delivered,0,Wallet,1
ORD000203,CUST4715,STR006,RDR496,PRD022,2026-03-04,09:21:25,4,293.75,1175.0,10,15,Delivered,1,UPI,1
ORD000166,CUST3165,STR028,RDR135,PRD036,2026-04-26,13:21:33,4,638.68,2554.72,10,10,Delivered,1,Card,0
ORD000205,CUST3943,STR020,RDR468,PRD008,2026-03-01,19:48:31,5,117.13,585.65,10,10,Delivered,0,UPI,0
ORD000206,CUST1775,STR024,RDR055,PRD021,2025-07-26,19:37:15,3,192.65,577.95,10,23,Delivered,0,UPI,1
ORD000207,CUST0894,STR010,RDR357,PRD003,2026-05-03,12:52:26,1,147.17,147.17,10,9,Returned,0,Wallet,0
ORD000208,CUST3916,STR001,RDR068,PRD038,2026-05-04,07:49:22,5,163.26,816.3,10,18,Delivered,1,UPI,1
ORD000209,CUST3685,STR018,RDR387,PRD004,2026-05-09,19:25:10,3,101.73,305.19,10,38,Cancelled,1,UPI,1
ORD000210,CUST2600,STR026,RDR444,PRD035,2026-05-28,09:08:31,3,171.72,515.16,10,16,Delivered,0,Card,1
